01-03-2025;18:53:05;i;192.168.1.57;192.168.1.57;Laura;/productsedit 1
01-03-2025;18:53:05;i;192.168.1.57;192.168.1.57;Laura;/products
01-03-2025;18:56:09;i;;__init__.py
01-03-2025;18:56:11;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;18:57:15;i;;__init__.py
01-03-2025;18:57:18;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 users
01-03-2025;18:57:38;i;;__init__.py
01-03-2025;18:58:22;i;;__init__.py
01-03-2025;18:58:36;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;18:58:41;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;18:58:51;i;192.168.1.57;192.168.1.57;Laura;usersinfo 3
01-03-2025;18:59:46;i;;__init__.py
01-03-2025;19:00:40;i;;__init__.py
01-03-2025;19:01:52;i;;__init__.py
01-03-2025;19:04:34;i;;__init__.py
01-03-2025;19:04:47;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:04:54;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:04:54;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:04:58;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:04:58;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:05:25;i;;__init__.py
01-03-2025;19:05:30;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:05:30;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:05:43;i;;__init__.py
01-03-2025;19:05:43;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:05:43;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:05:43;i;192.168.1.57;192.168.1.57;Laura;functions/savenote 6 type:st length:0 action:replace
01-03-2025;19:05:43;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:05:45;i;192.168.1.57;192.168.1.57;Laura;usersnotes 6
01-03-2025;19:05:45;i;192.168.1.57;192.168.1.57;Laura;usersinfo b b
01-03-2025;19:05:45;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 3 type:ap
01-03-2025;19:05:51;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:05:52;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:05:52;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:05:56;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:05:56;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:05:56;i;192.168.1.57;192.168.1.57;Laura;functions/savenote 6 type:st length:1 action:replace
01-03-2025;19:05:56;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:06:01;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:06:01;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:06:05;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:06:05;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:06:05;i;192.168.1.57;192.168.1.57;Laura;functions/savenote 6 type:st length:2 action:replace
01-03-2025;19:06:05;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:06:07;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:06:07;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:06:09;i;192.168.1.57;192.168.1.57;Laura;userseditform2 6 from:users
01-03-2025;19:06:09;i;192.168.1.57;192.168.1.57;Laura;functions/getnote 6 type:st
01-03-2025;19:06:09;i;192.168.1.57;192.168.1.57;Laura;functions/savenote 6 type:st length:3 action:replace
01-03-2025;19:06:09;i;192.168.1.57;192.168.1.57;Laura;users
01-03-2025;19:07:46;i;;__init__.py
01-03-2025;19:11:25;i;;__init__.py
01-03-2025;19:12:54;i;;__init__.py
01-03-2025;19:15:19;i;;__init__.py
01-03-2025;19:17:01;i;;__init__.py
01-03-2025;19:17:52;i;192.168.1.57;192.168.1.57;Laura;usersdelete 6
